Facility,Region,County,Y,X,MMBTU_potential,Type,Type_Num
"Steeds Farm, Inc. 2",Wilmington,Duplin,35.1269,-77.8964,8672,Swine - Farrow to Wean,1
BJD Farms II,Wilmington,Duplin,34.8061,-78.0969,8672,Swine - Feeder to Finish,3
Ed Stevens,Washington,Wayne,35.2994,-78.1417,8672,Swine - Feeder to Finish,3
Harrells Farm,Fayetteville,Sampson,34.747738,-78.231486,8621,Swine - Feeder to Finish,3
Pork Chop Hill Farm,Fayetteville,Sampson,35.218236,-78.358683,8561,Multiple,7
Farm 2104 and 2106,Fayetteville,Sampson,34.903997,-78.167027,8482,Swine - Feeder to Finish,3
A.J. Smith & Sons Inc,Washington,Chowan,36.1225,-76.6325,8423,Swine - Feeder to Finish,3
"Fox Bay Farm, LLC",Fayetteville,Bladen,34.589905,-78.817327,8347,Swine - Feeder to Finish,3
Rose Swine Farms,Fayetteville,Sampson,35.206019,-78.321011,8347,Swine - Feeder to Finish,3
Byard Kornegay Farm,Wilmington,Duplin,35.1439,-78.0472,8340,Swine - Feeder to Finish,3
William James Farm,Wilmington,Duplin,34.7319,-77.7181,8293,Swine - Feeder to Finish,3
"Triple D Farm, LLC",Wilmington,Duplin,34.7556,-77.6833,8293,Swine - Wean to Feeder,2
Sholar Farm,Fayetteville,Sampson,34.768025,-78.247361,8293,Swine - Feeder to Finish,3
Makin Bacon,Fayetteville,Sampson,34.869797,-78.273688,8293,Swine - Feeder to Finish,3
Glade Ridge,Wilmington,Duplin,34.8911,-77.685,8293,Swine - Feeder to Finish,3
Benson Farm,Wilmington,Duplin,35.0619,-77.9978,8293,Swine - Feeder to Finish,3
Tommy Naylor Farm #1 & #2,Fayetteville,Sampson,35.134591,-78.4503,8293,Swine - Wean to Feeder,2
Anthony Naylor #1 & #2,Fayetteville,Sampson,35.146044,-78.387802,8293,Swine - Feeder to Finish,3
Wake-Kyle Farm,Washington,Wayne,35.325479,-78.134296,8293,Swine - Feeder to Finish,3
Robert Ward Farm,Wilmington,Brunswick,34.100234,-78.145053,8238,Swine - Feeder to Finish,3
Jack Alphin Farm 1-9,Wilmington,Duplin,35.1164,-77.9736,8238,Swine - Feeder to Finish,3
Warren & Warren Farm,Fayetteville,Sampson,34.954292,-78.241102,8184,Swine - Feeder to Finish,3
Ernest Odum I & II,Fayetteville,Sampson,34.944211,-78.396286,8164,Swine - Feeder to Finish,3
C & M I,Fayetteville,Sampson,34.960405,-78.170441,8130,Swine - Feeder to Finish,3
John O. Royal #1-8,Fayetteville,Sampson,35.113408,-78.426333,8130,Swine - Feeder to Finish,3
Forrest Rouse Farm,Washington,Lenoir,35.1793,-77.797182,8130,Swine - Feeder to Finish,3
Ham Town Farm,Washington,Greene,35.4225,-77.7681,8130,Swine - Feeder to Finish,3
Cloverdale Farm,Washington,Pitt,35.5212,-77.250548,8130,Swine - Feeder to Finish,3
Franklin Finisher,Raleigh,Franklin,36.1558,-78.065,8113,Swine - Feeder to Finish,3
Dail Brothers & Edward Dail 5-12,Wilmington,Duplin,34.9683,-77.925,8113,Multiple,7
Cottle Farm,Wilmington,Duplin,35.044596,-77.936535,8062,Swine - Feeder to Finish,3
Shallington's Mills Nursery,Raleigh,Wilson,35.7792,-77.7417,8000,Swine - Feeder to Finish,3
Triple S Swine Farm,Washington,Greene,35.4364,-77.8153,7995,Swine - Farrow to Wean,1
NC Wolf & Pack,Wilmington,Pender,34.6558,-78.0869,7979,Multiple,7
Double R Farms,Wilmington,Columbus,34.3547,-78.7758,7967,Swine - Feeder to Finish,3
Norris Farm #2,Fayetteville,Bladen,34.541061,-78.543486,7967,Swine - Feeder to Finish,3
C.E.R. Inc.,Fayetteville,Bladen,34.592744,-78.56143,7967,Swine - Feeder to Finish,3
M&R Farms,Fayetteville,Sampson,34.688263,-78.180858,7967,Swine - Wean to Feeder,2
"Lafayette Farms, LLC  L-7",Fayetteville,Sampson,34.911742,-78.372683,7967,Swine - Feeder to Finish,3
"Knowles-Carter Farms, LLC",Fayetteville,Sampson,34.918169,-78.313866,7967,Swine - Farrow to Wean,1
OK Farms,Fayetteville,Cumberland,34.932667,-78.632761,7967,Swine - Feeder to Finish,3
Gordan Rouse Ivey Farm,Wilmington,Duplin,35.0886,-77.9839,7967,Swine - Feeder to Finish,3
Darden Farms,Fayetteville,Sampson,35.092269,-78.300733,7967,Swine - Farrow to Wean,1
"Tyndall Hog & Chicken Farm, Inc.",Fayetteville,Sampson,35.0967,-78.3689,7967,Swine - Feeder to Finish,3
Brewer Hog Farm 1-8,Fayetteville,Sampson,35.101408,-78.267947,7967,Swine - Feeder to Finish,3
Goshen Farms,Fayetteville,Sampson,35.131055,-78.235197,7967,Swine - Feeder to Finish,3
Gary Baggett & Son,Fayetteville,Sampson,35.140816,-78.472502,7967,Swine - Feeder to Finish,3
Strickland Farms 5-12,Washington,Wayne,35.23,-78.1722,7967,Swine - Feeder to Finish,3
Double T Farms,Washington,Wayne,35.2714,-78.1717,7967,Swine - Farrow to Wean,1
Black Farm,Fayetteville,Harnett,35.295981,-78.939447,7967,Swine - Wean to Feeder,2
Farm 7442,Fayetteville,Robeson,34.825428,-78.943675,7945,Multiple,7
W S Matthews Farms #2,Wilmington,Duplin,34.9667,-78.0908,7934,Multiple,7
Thigpen's Pig Pens,Wilmington,Duplin,34.87,-77.7522,7902,Swine - Wean to Feeder,2
Shadow Glenn & Webber Farm,Fayetteville,Bladen,34.621263,-78.351747,7892,Multiple,7
Brock Family Farms 1-8,Wilmington,Duplin,35.0972,-78.0275,7886,Swine - Feeder to Finish,3
Pender I & II,Wilmington,Pender,34.5911,-78.1575,7842,Multiple,7
Triad Farms #1 and #2,Fayetteville,Sampson,34.839036,-78.223655,7842,Multiple,7
Tom Mintz Farm,Wilmington,Brunswick,34.1108,-78.5225,7805,Swine - Feeder to Finish,3
Lola Sealey Rouse #4,Fayetteville,Robeson,34.380206,-79.085872,7805,Swine - Feeder to Finish,3
LD & Winfred Maready Farm,Wilmington,Duplin,34.7311,-77.7328,7805,Swine - Feeder to Finish,3
Danny Brown Farm,Wilmington,Duplin,34.8283,-77.7936,7805,Swine - Feeder to Finish,3
Perry Smith Farm,Fayetteville,Sampson,34.945583,-78.156316,7805,Swine - Farrow to Wean,1
Ronald Ezzell Farm #1-8,Wilmington,Duplin,34.9681,-78.1542,7805,Swine - Wean to Feeder,2
Louis Quinn Howard Farm,Wilmington,Duplin,34.9886,-77.8789,7805,Swine - Feeder to Finish,3
Double C Farms,Fayetteville,Hoke,35.019994,-79.379233,7805,Swine - Feeder to Finish,3
Kitty Noecker Farm,Wilmington,Duplin,35.0286,-77.7917,7805,Swine - Feeder to Finish,3
King 1 - 8,Fayetteville,Sampson,35.073613,-78.265144,7805,Swine - Farrow to Wean,1
King 9-16,Fayetteville,Sampson,35.079011,-78.262294,7805,Swine - Feeder to Finish,3
Jordan Farm,Wilmington,Duplin,35.145728,-77.853752,7805,Swine - Feeder to Finish,3
Parker Price Farm,Washington,Lenoir,35.1982,-77.81812,7805,Swine - Feeder to Finish,3
"Rosin Hill Swine Farm, Inc.",Fayetteville,Sampson,35.200558,-78.402786,7805,Swine - Feeder to Finish,3
Ward Farm,Washington,Wayne,35.2139,-77.9042,7805,Swine - Feeder to Finish,3
T&D Farms,Washington,Wayne,35.239506,-77.828245,7805,Swine - Feeder to Finish,3
Sandy Ridge Farm,Washington,Wayne,35.2767,-78.2533,7805,Swine - Wean to Feeder,2
Roy G. Nation Swine Farm,Washington,Wayne,35.2883,-77.8389,7805,Swine - Boar/Stud,8
Leonard Smith Farm,Washington,Wayne,35.2994,-78.1381,7805,Swine - Wean to Feeder,2
Ham Farm,Washington,Wayne,35.321543,-77.965996,7805,Swine - Feeder to Finish,3
Ralph Weaver Hog Farms,Washington,Wayne,35.3294,-78.1436,7805,Swine - Wean to Feeder,2
William Earl Cruse Farm,Washington,Wayne,35.37,-77.8333,7805,Swine - Feeder to Finish,3
Bryant Worley Farm,Washington,Wayne,35.4139,-78.1278,7805,Swine - Feeder to Finish,3
EMS Hog Farms Inc,Washington,Wayne,35.4233,-77.8744,7805,Swine - Gilts,9
Yelverton Farms Ltd,Washington,Wayne,35.5067,-77.8633,7805,Swine - Other,10
Flynn Grove,Washington,Greene,35.5083,-77.7028,7805,Swine - Feeder to Finish,3
"ER Farms, LLC",Raleigh,Johnston,35.5269,-78.1548,7805,Swine - Feeder to Finish,3
Green Leaf Farm,Washington,Pitt,35.5407,-77.170136,7805,Swine - Feeder to Finish,3
Chester Ray Norville Farm,Washington,Pitt,35.6394,-77.67607,7805,Swine - Wean to Finish,6
Phil Bulluck Farm,Raleigh,Edgecombe,36.0389,-77.7169,7805,Swine - Feeder to Finish,3
B & M Farms # 2 - Edwards Tract,Wilmington,Duplin,35.045,-78.0778,7805,Swine - Feeder to Finish,3
Family Farms Inc,Wilmington,Duplin,35.0569,-77.8003,7805,Swine - Feeder to Finish,3
Grantham Farms,Washington,Wayne,35.3078,-78.2089,7805,Swine - Feeder to Finish,3
Hull Road Farm,Washington,Greene,35.4714,-77.6356,7776,Swine - Wean to Feeder,2
King Farms - Hallsville Farms,Wilmington,Duplin,34.8833,-77.8194,7751,Swine - Farrow to Wean,1
Rainbow Farm,Wilmington,Duplin,34.9508,-78.0481,7724,Swine - Feeder to Finish,3
Jonestown Hog Farm LLC,Washington,Lenoir,35.0781,-77.6528,7724,Swine - Wean to Feeder,2
Riverfront #1 & 2,Fayetteville,Sampson,34.692025,-78.338267,7705,Multiple,7
"Zack McCullen Farm1-4, 7-10",Fayetteville,Sampson,35.047188,-78.302744,7696,Swine - Wean to Feeder,2
Magnolia Farms 1&2,Wilmington,Duplin,34.915,-78.0933,7690,Multiple,7
Godwin Farms,Fayetteville,Sampson,35.152311,-78.373088,7656,Swine - Feeder to Finish,3
Quality Farms Inc,Fayetteville,Bladen,34.637158,-78.689033,7588,Swine - Feeder to Finish,3
Moore's Swine Farm,Raleigh,Nash,36.1,-77.9583,7588,Swine - Farrow to Wean,1
DBA: Dail Brothers,Wilmington,Duplin,34.9542,-77.925,7561,Swine - Farrow to Wean,1
Dekalb Wells Farm,Wilmington,Duplin,34.8267,-78.1208,7552,Multiple,7
Brad Brinson Farm,Wilmington,Duplin,34.7842,-77.7725,7447,Swine - Farrow to Wean,1
Jimmy Britt Farm,Wilmington,Duplin,35.0792,-77.7533,7344,Swine - Feeder to Finish,3
"Triple L Livestock, Inc. & Triple “L” Farms",Fayetteville,Sampson,35.139238,-78.372075,7294,Swine - Wean to Feeder,2
Woodcliff Farm,Washington,Pitt,35.5368,-77.24484,7229,Swine - Feeder to Finish,3
Beach Island Farm,Wilmington,Duplin,34.8783,-77.7444,7219,Swine - Farrow to Wean,1
Creekside Farms,Raleigh,Johnston,35.3683,-78.3206,7209,Swine - Wean to Feeder,2
Williams Hog Farm,Fayetteville,Sampson,34.964861,-78.388116,7188,Swine - Wean to Feeder,2
Rocky Ridge Farm,Fayetteville,Richmond,35.089817,-79.787142,7182,Swine - Feeder to Finish,3
Lola Sealey Rouse #2,Fayetteville,Robeson,34.412647,-79.03845,7154,Swine - Feeder to Finish,3
L.C. Carter Farm,Wilmington,Columbus,34.4217,-78.8656,7154,Swine - Feeder to Finish,3
Hugs Hogs Inc,Fayetteville,Bladen,34.627591,-78.684031,7154,Swine - Feeder to Finish,3
Farm 50793-1,Fayetteville,Scotland,34.697849,-79.486464,7154,Swine - Wean to Feeder,2
Papa Smurf Farm,Wilmington,Duplin,34.7914,-77.7847,7154,Swine - Feeder to Finish,3
Cedar Lane Farm,Wilmington,Duplin,34.905,-77.7394,7154,Swine - Feeder to Finish,3
Rex Halso & Son,Wilmington,Onslow,34.9236,-77.6044,7154,Swine - Feeder to Finish,3
Hope Farming Co. Farm,Fayetteville,Sampson,34.942966,-78.327516,7154,Swine - Feeder to Finish,3
"Z. McCullen Farms, LLC",Fayetteville,Sampson,34.997544,-78.261325,7154,Swine - Wean to Feeder,2
"B & S Turner Farms, Inc.",Washington,Jones,35.0417,-77.6486,7154,Swine - Wean to Feeder,2
Mike Chambers Farm,Wilmington,Duplin,35.0658,-77.9581,7154,Swine - Feeder to Finish,3
"D & O Farms, LLC",Washington,Lenoir,35.1101,-77.74995,7154,Swine - Wean to Feeder,2
Sycamore Farms Inc / Roberson Family Farms,Washington,Jones,35.1614,-77.5106,7154,Swine - Wean to Feeder,2
Holland Farms,Wilmington,Pender,34.6583,-78.025,7154,Swine - Feeder to Finish,3
E & J Farm,Wilmington,Duplin,35.0519,-77.9703,7154,Swine - Feeder to Finish,3
Stephen Howard Farm,Fayetteville,Sampson,35.091933,-78.5597,7081,Swine - Farrow to Wean,1
Doc Anderson Farms,Washington,Wayne,35.245,-78.141211,7069,Swine - Boar/Stud,8
Everette Murphrey Farm,Washington,Greene,35.5333,-77.5619,7043,Swine - Wean to Finish,6
West Farms,Wilmington,Duplin,34.793692,-77.927467,6992,Swine - Wean to Feeder,2
Robert H Jessup Farm #1,Fayetteville,Bladen,34.547022,-78.52475,6971,Swine - Feeder to Finish,3
Robert H Jessup Farm #2,Fayetteville,Bladen,34.5528,-78.524133,6971,Swine - Feeder to Finish,3
"Runt, Meat & Reds Hog Farm",Fayetteville,Sampson,34.894358,-78.280222,6971,Swine - Feeder to Finish,3
B&B Tyndall Farm,Fayetteville,Sampson,35.080911,-78.391363,6971,Swine - Feeder to Finish,3
T&P Farms,Fayetteville,Sampson,34.861802,-78.284808,6965,Swine - Feeder to Finish,3
Marcus Daniels #2 Farm,Fayetteville,Sampson,34.975769,-78.458725,6919,Swine - Wean to Feeder,2
Hill and Taylor Farm,Washington,Jones,35.0386,-77.6156,6912,Multiple,7
Waycross Farm,Fayetteville,Sampson,34.835319,-78.181572,6911,Swine - Feeder to Finish,3
Kerr Farm,Fayetteville,Sampson,34.633913,-78.219686,6896,Swine - Wean to Finish,6
Edward's Bridge Farm,Washington,Greene,35.4386,-77.4831,6896,Swine - Farrow to Wean,1
Little Creek Hog Farm,Washington,Greene,35.4347,-77.5011,6895,Swine - Other,10
"Rouse Livestock, Inc.",Washington,Lenoir,35.18,-77.819277,6829,Swine - Feeder to Finish,3
Hendrix Livestock Inc.,Fayetteville,Hoke,34.948088,-79.272325,6775,Swine - Feeder to Finish,3
M & M Swine Farm,Washington,Greene,35.4408,-77.7289,6775,Swine - Farrow to Feeder,4
Hurst Farm,Washington,Lenoir,35.0317,-77.721622,6721,Swine - Feeder to Finish,3
Billy Dail Swine Farm,Washington,Greene,35.3758,-77.6625,6671,Swine - Feeder to Finish,3
John Hope Farm # 2,Fayetteville,Sampson,34.893419,-78.343058,6640,Swine - Feeder to Finish,3
Anders Farm,Wilmington,Columbus,34.06,-78.6833,6634,Swine - Feeder to Finish,3
Hall Farm 1 & 2,Wilmington,Pender,34.455,-77.9611,6634,Swine - Feeder to Finish,3
J. B. Priest Farm 1,Fayetteville,Bladen,34.497027,-78.528186,6634,Swine - Feeder to Finish,3
Jo-Jo Farm and Hadden Farm,Wilmington,Pender,34.5836,-78.0067,6634,Swine - Feeder to Finish,3
Bobby Sholar Farm,Wilmington,Duplin,34.7367,-77.7978,6634,Swine - Feeder to Finish,3
Duland Jenkins Farm #2,Wilmington,Onslow,34.8192,-77.6625,6634,Swine - Farrow to Wean,1
Butch Norman Farm,Wilmington,Duplin,34.8417,-77.8864,6634,Swine - Feeder to Finish,3
Eddie Brice #4,Wilmington,Duplin,34.901634,-77.716748,6634,Swine - Feeder to Finish,3
W S Matthews Farms,Wilmington,Duplin,34.9519,-78.1025,6634,Swine - Farrow to Wean,1
A.J. Huffman Farm,Wilmington,Onslow,34.9564,-77.5494,6634,Swine - Wean to Feeder,2
WCW Farms,Fayetteville,Sampson,34.984819,-78.172811,6634,Swine - Farrow to Wean,1
Knotty Pine Farm,Fayetteville,Sampson,35.015522,-78.367883,6634,Swine - Wean to Feeder,2
McKenzie Finishing,Fayetteville,Sampson,35.022644,-78.466861,6634,Swine - Feeder to Finish,3
Stewart Stroud Farm 1 & 2,Wilmington,Duplin,35.023619,-77.876417,6634,Swine - Feeder to Finish,3
Howard Brothers Farm,Fayetteville,Sampson,35.055072,-78.566055,6634,Swine - Feeder to Finish,3
"Todd Smith Farms, Inc.",Wilmington,Duplin,35.0897,-77.7903,6634,Swine - Feeder to Finish,3
Marshall Britt Farm,Wilmington,Duplin,35.1039,-77.7789,6634,Swine - Feeder to Finish,3
Woody Sutton Farm #1,Washington,Jones,35.2,-77.5,6634,Swine - Feeder to Finish,3
Norwood Head Farm,Washington,Wayne,35.2703,-78.1078,6634,Swine - Farrow to Wean,1
Gerald Hollamon Farm,Washington,Wayne,35.2733,-78.1369,6634,Swine - Wean to Feeder,2
Woody Sutton Farm #2,Washington,Lenoir,35.2765,-77.460614,6634,Swine - Feeder to Finish,3
Godwin Farm,Raleigh,Johnston,35.283841,-78.418873,6634,Swine - Feeder to Finish,3
"Faison Smith Farms, Inc. #2",Washington,Craven,35.3163,-77.422517,6634,Swine - Feeder to Finish,3
W&M Hog Farm,Washington,Wayne,35.3825,-77.8278,6634,Swine - Wean to Feeder,2
Hope Farms,Washington,Greene,35.384717,-77.764829,6634,Swine - Feeder to Finish,3
Haddock Farm,Washington,Pitt,35.4454,-77.239761,6634,Swine - Feeder to Finish,3
Ephraigm Smith Farm,Washington,Pitt,35.4757,-77.280296,6634,Swine - Farrow to Wean,1
Roy Jones Farm,Washington,Greene,35.5353,-77.7239,6634,Swine - Feeder to Finish,3
B&C Farm,Wilmington,Duplin,34.85,-77.8936,6634,Swine - Feeder to Finish,3
Paradise Hog Farm & Camp Branch,Wilmington,Duplin,35.0869,-77.8628,6634,Swine - Gilts,9
Lee T. Jones Farm,Washington,Greene,35.525,-77.5881,6634,Swine - Wean to Finish,6
Franklin Lindsay Farm,Fayetteville,Sampson,35.052836,-78.414197,6612,Swine - Feeder to Finish,3
Thornton Enterprises (Old Farm),Fayetteville,Sampson,35.084158,-78.271872,6601,Multiple,7
Twin Oaks Farm,Wilmington,Duplin,34.7778,-78.0789,6569,Swine - Gilts,9
Dexter Rouse Farm,Wilmington,Duplin,35.145012,-77.799354,6569,Swine - Feeder to Finish,3
"Lafayette Farms, LLC  L-4",Fayetteville,Sampson,34.932194,-78.43958,6545,Swine - Feeder to Finish,3
New Colony Sow Farm,Washington,Tyrrell,35.827,-76.3217,6536,Swine - Farrow to Wean,1
Rooty Branch Farm - A & B,Wilmington,Duplin,35.0819,-77.9722,6535,Swine - Feeder to Finish,3
Dexter Jackson 27 & 28,Washington,Wayne,35.2433,-78.0889,6535,Swine - Feeder to Finish,3
Hugh Hardee Jr. / T&R Sow Farm,Washington,Pitt,35.5293,-77.24615,6519,Swine - Feeder to Finish,3
Barnhill Farms,Wilmington,Columbus,34.1667,-78.5306,6504,Swine - Feeder to Finish,3
Freedman Farm,Wilmington,Columbus,34.453225,-78.757231,6504,Swine - Feeder to Finish,3
Wildwood Farms,Fayetteville,Bladen,34.494388,-78.610302,6504,Swine - Feeder to Finish,3
Carroll's Farm # 5080,Fayetteville,Robeson,34.693547,-79.3788,6504,Swine - Feeder to Finish,3
Mark Davis II,Wilmington,Duplin,34.800484,-78.126297,6504,Swine - Wean to Feeder,2
Melvin Bostic Farm,Wilmington,Duplin,34.9056,-77.9278,6504,Swine - Wean to Feeder,2
William Hawkins Farm,Washington,Lenoir,35.1072,-77.678492,6504,Swine - Feeder to Finish,3
Legacy Farms #2,Washington,Wayne,35.3197,-78,6504,Swine - Farrow to Wean,1
Keene Farm,Washington,Pitt,35.443035,-77.254873,6504,Swine - Wean to Feeder,2
Ted and Jack Allen Incorporated,Washington,Pitt,35.4586,-77.328572,6504,Swine - Feeder to Finish,3
Buck Farm,Washington,Pitt,35.4686,-77.293328,6504,Swine - Feeder to Finish,3
Steve Harper Farm,Raleigh,Edgecombe,36.0256,-77.5864,6504,Swine - Wean to Feeder,2
George Crawford Farms,Raleigh,Edgecombe,35.8544,-77.4011,6504,Swine - Farrow to Finish,5
"ABS Family Farms, Inc.",Wilmington,Duplin,34.9017,-77.9094,6450,Swine - Wean to Feeder,2
Joey Carter Farms,Wilmington,Duplin,34.9164,-77.8144,6423,Swine - Feeder to Finish,3
D. McKinley & Jerry Price Farm 2,Wilmington,Duplin,35.1472,-77.9014,6423,Swine - Feeder to Finish,3
Fox Ridge Complex,Fayetteville,Anson,35.134406,-80.135271,6405,Multiple,7
Benson Farms Inc (off-site farm),Washington,Beaufort,35.6193,-76.7136,6402,Multiple,7
Farm 61,Raleigh,Warren,36.357961,-77.991965,6390,Swine - Farrow to Wean,1
Farm 7360,Raleigh,Warren,36.4811,-78.0839,6390,Swine - Farrow to Finish,5
Pack Power Farm - Dawson,Washington,Lenoir,35.1552,-77.643475,6369,Swine - Feeder to Finish,3
Shady Branch Farm,Fayetteville,Sampson,34.808913,-78.185172,6341,Swine - Feeder to Finish,3
3135,Wilmington,Pender,34.561192,-78.179587,6287,Swine - Feeder to Finish,3
"Griff's Farms, Inc. Farm",Wilmington,Duplin,34.8739,-77.8019,6287,Swine - Feeder to Finish,3
Three G Farms,Raleigh,Nash,35.7672,-78.2361,6249,Multiple,7
CJK Farms and K&M Farms,Wilmington,Duplin,35.1053,-78.0428,6233,Swine - Feeder to Finish,3
Phillip Williams Farm,Fayetteville,Sampson,35.251044,-78.405541,6233,Swine - Feeder to Finish,3
William Edward Brock Farm,Wilmington,Duplin,34.8781,-77.8758,6179,Swine - Feeder to Finish,3
Farm 5729 & Farm 3093,Fayetteville,Bladen,34.496205,-78.772841,6157,Swine - Farrow to Wean,1
Triple H #2,Washington,Greene,35.514001,-77.687275,6111,Swine - Feeder to Finish,3
Allen Norris Farm,Fayetteville,Bladen,34.508394,-78.511397,6070,Swine - Feeder to Finish,3
Bennie W. Barwick Farm,Washington,Wayne,35.1706,-77.8553,6070,Swine - Feeder to Finish,3
Brian Haddock Farm,Washington,Pitt,35.4054,-77.22048,5987,Swine - Wean to Feeder,2
"Lafayette Farms, LLC L-5",Fayetteville,Sampson,34.928338,-78.359775,5978,Swine - Wean to Feeder,2
"Lafayette Farms, LLC   L-1",Fayetteville,Sampson,34.935058,-78.358422,5978,Swine - Feeder to Finish,3
Marshall Willoughby Farm,Fayetteville,Robeson,34.450056,-79.202408,5976,Swine - Feeder to Finish,3
Layton Johnson Farm,Fayetteville,Bladen,34.567438,-78.659222,5976,Swine - Feeder to Finish,3
"Surf City Hogs, LLC",Fayetteville,Bladen,34.757525,-78.580908,5976,Swine - Farrow to Wean,1
Bobby & Todd Marshall,Fayetteville,Sampson,34.757738,-78.335122,5976,Swine - Feeder to Finish,3
R & J Farms 7-12,Fayetteville,Sampson,34.820805,-78.404236,5976,Swine - Farrow to Wean,1
M & M Farm,Fayetteville,Sampson,34.884905,-78.250152,5976,Swine - Wean to Feeder,2
Ronald Peterson and Sons Farms #2,Fayetteville,Sampson,34.90265,-78.29115,5976,Swine - Feeder to Finish,3
R&J Farms,Fayetteville,Sampson,34.932827,-78.423061,5976,Swine - Feeder to Finish,3
A.D.J. Hog Farm 3-5,Fayetteville,Sampson,34.947375,-78.393583,5976,Swine - Farrow to Wean,1
Tart Farm,Wilmington,Duplin,34.9528,-77.8378,5976,Swine - Wean to Feeder,2
"Hollingsworth Farms, Inc.",Fayetteville,Sampson,35.024211,-78.454947,5976,Swine - Feeder to Finish,3
J.E. Grady & Sons,Wilmington,Duplin,35.0783,-77.9878,5976,Swine - Feeder to Finish,3
Darden Family Farms 9-14,Fayetteville,Sampson,35.100091,-78.405916,5976,Swine - Feeder to Finish,3
Ricky Kornegay Farm,Wilmington,Duplin,35.1553,-78.0622,5976,Swine - Wean to Feeder,2
Thornton Enterprises New Farm,Fayetteville,Sampson,35.159941,-78.276647,5976,Swine - Feeder to Finish,3
Dennis Raynor,Raleigh,Johnston,35.348672,-78.290888,5976,Swine - Feeder to Finish,3
Alton P. Cox Farm,Washington,Wayne,35.3283,-78.2117,5976,Swine - Farrow to Wean,1
Rosewood I,Washington,Pitt,35.5578,-77.218633,5976,Multiple,7
Graba Farms,Wilmington,Columbus,34.3633,-78.8433,5962,Swine - Feeder to Finish,3
Cecil Barnhill and Sons Farm,Wilmington,Columbus,34.3844,-78.8817,5962,Swine - Feeder to Finish,3
Eugene Whaley Farm,Wilmington,Duplin,34.8817,-77.8053,5962,Swine - Farrow to Wean,1
Meadow Creek Farm,Raleigh,Chatham,35.6833,-79.4,5962,Swine - Feeder to Finish,3
Triple M Farms,Raleigh,Edgecombe,35.764725,-77.584966,5962,Swine - Feeder to Finish,3
Cascade Nursery & Finishing Farm,Fayetteville,Sampson,34.699625,-78.283825,5935,Multiple,7
"Farm #3515, 3316, and 3723",Fayetteville,Bladen,34.751663,-78.846613,5920,Multiple,7
Brent & Evelyn Davis Farm,Wilmington,Duplin,35.0969,-77.82,5892,Swine - Feeder to Finish,3
ChaseCole Livestock,Fayetteville,Sampson,34.892833,-78.287997,5881,Swine - Feeder to Finish,3
"P-2333 Houses 1-3, 10-13",Wilmington,Duplin,35.0042,-77.8861,5881,Swine - Farrow to Wean,1
"Langley Farms, Inc.",Washington,Wayne,35.4433,-78.1269,5881,Swine - Wean to Feeder,2
Richard Sholar Farm,Wilmington,Duplin,34.7508,-77.8147,5854,Swine - Feeder to Finish,3
T. G. Gibson,Fayetteville,Scotland,34.799582,-79.639765,5854,Swine - Wean to Feeder,2
KDK Farms,Wilmington,Onslow,34.8033,-77.6314,5854,Swine - Feeder to Finish,3
Marion Dean Brown Jr Farm,Wilmington,Duplin,34.8256,-77.7872,5854,Swine - Feeder to Finish,3
Billy Kilpatrick Farm,Wilmington,Duplin,34.9847,-77.9556,5854,Swine - Feeder to Finish,3
"Sutton Family Farm, LLC",Washington,Craven,35.2854,-77.362753,5854,Swine - Farrow to Finish,5
Sherrill Johnson,Washington,Wayne,35.3028,-78.2719,5854,Swine - Feeder to Finish,3
"Matthew Sanderson Farming, LLC",Washington,Wayne,35.3078,-78.2783,5854,Swine - Feeder to Finish,3
"Gray Swine Farms, LLC",Washington,Wayne,35.3922,-77.8128,5854,Swine - Feeder to Finish,3
"Gray Family Farms, Inc.",Washington,Greene,35.4778,-77.8028,5854,Swine - Feeder to Finish,3
Goshen Swine,Wilmington,Duplin,35.0653,-77.9408,5854,Swine - Feeder to Finish,3
Maple Run Farms,Wilmington,Duplin,35.0167,-77.9514,5827,Swine - Wean to Feeder,2
Dexter Jackson 21-26,Washington,Wayne,35.2478,-78.0786,5799,Swine - Feeder to Finish,3
Triple M Farms,Fayetteville,Sampson,34.891011,-78.281747,5786,Swine - Feeder to Finish,3
Justin Murphy & Lynn Sutton Farm,Wilmington,Duplin,35.125,-77.775,5772,Swine - Farrow to Wean,1
HD3 Beaver Dam Farm,Wilmington,Duplin,34.860436,-77.939721,5756,Swine - Feeder to Finish,3
Watchoverya Farms #2,Wilmington,Onslow,34.9797,-77.6442,5730,Multiple,7
Errol Quinn Farm,Wilmington,Duplin,34.916676,-77.987866,5718,Swine - Farrow to Wean,1
Crossroads Farm,Washington,Greene,35.5542,-77.8181,5707,Swine - Feeder to Finish,3
Crooked Run Farm,Wilmington,Pender,34.6669,-78.0164,5691,Swine - Farrow to Wean,1
Cavanaugh Hog Farm,Wilmington,Onslow,34.9128,-77.5461,5691,Swine - Feeder to Finish,3
Pork Plus,Fayetteville,Sampson,34.9624,-78.176719,5691,Swine - Wean to Feeder,2
"GLG Farms, LLC Farm",Washington,Wayne,35.3447,-78.1328,5691,Swine - Feeder to Finish,3
Hardy Swine Farm,Washington,Greene,35.3856,-77.6311,5691,Swine - Feeder to Finish,3
"Riggs Pork Farm, Inc.",Wilmington,Onslow,34.8086,-77.2006,5688,Swine - Feeder to Finish,3
